full,last,first,link,citations,h-index,i10,t10,university,rank,UniversityID,comment,trim,,,,
"DePano, Adlai",DePano,Adlai,,,,,,University of New Orleans  ,Associate,137,,*,,,,
"Eishita, Farjana",Eishita,Farjana,https://scholar.google.com/citations?hl=en&user=4ZXo01IAAAAJ,179,7,5,4,University of New Orleans  ,Assistant,137,,*,,,,
"Hoque, Tamjidul",Hoque,Tamjidul,https://scholar.google.com/citations?user=8tQmDZQAAAAJ&hl=en,996,19,31,30,University of New Orleans  ,Associate,137,Assistant to Associate,*,,,,
"Nur, Abdullah Yasin",Nur,Abdullah ,https://scholar.google.com/citations?hl=en&user=hxKxyYYAAAAJ,48,4,2,0,University of New Orleans  ,Assistant,137,New,*,,,,
"Roussev, Vassil",Roussev,Vassil,https://scholar.google.com/citations?user=dOcAjLEAAAAJ&hl=en,2903,28,48,87,University of New Orleans  ,Full,137,Associate to Full,*,,,,
Ben Samuel,Samual,Ben,https://scholar.google.com/citations?user=hFboSPEAAAAJ&hl=en&oi=ao,610,12,17,13,University of New Orleans  ,Assistant,137,,*,,,,
"Summa, Christopher",Summa,Christopher,https://scholar.google.com/citations?user=NcuTbf0AAAAJ&hl=en,1812,15,16,53,University of New Orleans  ,Associate,137,,*,,,,
"Tu, Shengru",Tu,Shengru,,,,,,University of New Orleans  ,Full,137,,*,,,,
"Vadrevu, Phani",Phani,Vadrevu,https://scholar.google.com/citations?hl=en&user=tjlBAEIAAAAJ,102,5,4,0,University of New Orleans  ,Assistant,137,New,*,,,,
"Wagner, James",Wagner,James,https://scholar.google.com/citations?hl=en&user=VENZ1N4AAAAJ,144,7,6,1,University of New Orleans  ,Assistant,137,New,*,,,,
"Ware, Stephen",Ware,Stephen,https://scholar.google.com/citations?user=mkFBt8oAAAAJ&hl=en,599,13,16,19,University of New Orleans  ,Assistant,137,Not listed,-,,,,
"Yoo, Hyunguk",Yoo,Hyunguk,https://scholar.google.com/citations?hl=en&user=M2nERckAAAAJ,259,9,8,7,University of New Orleans  ,Assistant,137,New,*,,,,
"Zibran, Minhaz",Zibran,Minhaz,https://scholar.google.com/citations?user=clmylLAAAAAJ&hl=en,1182,17,28,45,University of New Orleans  ,Associate,137,Assistant to Associate,*,,,,
Stan Ahalt,Ahalt,Stan,,,,,,University of North Carolina - Chapel Hill  ,Full,138,,*,,,,
Ron Alterovitz,Alterovitz,Ron,https://scholar.google.com/citations?user=-XEZA0UAAAAJ&hl=en,5475,43,78,135,University of North Carolina - Chapel Hill  ,Full,138,Associate to Full,*,,,,
James Anderson,Anderson,James,https://scholar.google.com/citations?user=mIZu9oQAAAAJ&hl=en,14173,63,198,242,University of North Carolina - Chapel Hill  ,Full,138,,*,,,,
Mohit Bansal,Bansal,Mohit,https://scholar.google.com/citations?user=DN8QtscAAAAJ&hl=en&oi=ao,6368,40,76,169,University of North Carolina - Chapel Hill  ,Associate,138,Assistant to Associate,*,,,,
Tamara Berg,Berg,Tamara,https://scholar.google.com/citations?user=4HrSWNcAAAAJ&hl=en,19704,45,62,445,University of North Carolina - Chapel Hill  ,Associate,138,Not Listed,-,,,,
Alexander Berg,Berg,Alex,https://scholar.google.com/citations?user=jjEht8wAAAAJ&hl=en,55440,51,66,754,University of North Carolina - Chapel Hill  ,Associate,138,Research Professor,-,,,,
Gary Bishop,Bishop,Gary,https://scholar.google.com/citations?user=VV48RpEAAAAJ&hl=en,18163,41,64,235,University of North Carolina - Chapel Hill  ,Full,138,Not listed,-,,,,
Samarjit Chakraborty,Chakraborty,Samarjit,https://scholar.google.com/citations?hl=en&user=ez7zZa8AAAAJ,6880,41,157,86,University of North Carolina - Chapel Hill  ,Full,138,New,*,,,,
Snigdha Chaturvedi,Chaturvedi,Snigdha ,https://scholar.google.com/citations?hl=en&user=gZD3EesAAAAJ,855,14,24,27,University of North Carolina - Chapel Hill  ,Assistant,138,New,*,,,,
Prasun Dewan,Dewan,Prasun,https://scholar.google.com/citations?user=rRxC18AAAAAJ&hl=en,4122,31,67,117,University of North Carolina - Chapel Hill  ,Full,138,,*,,,,
Parasara Sridhar Duggirala,Duggirala,Parasara ,https://scholar.google.com/citations?hl=en&user=00S6A4IAAAAJ,757,14,16,24,University of North Carolina - Chapel Hill  ,Assistant,138,New,*,,,,
Jan-Michael Frahm,Frahm,Jan-Michael,https://scholar.google.com/citations?user=3YOe4NMAAAAJ&hl=en,13678,53,129,369,University of North Carolina - Chapel Hill  ,Full,138,,*,,,,
Henry Fuchs,Fuchs,Henry,https://scholar.google.com/citations?user=guhwcP8AAAAJ&hl=en,19634,70,194,372,University of North Carolina - Chapel Hill  ,Full,138,,*,,,,
Kevin Jeffay,Jeffay,Kevin,https://scholar.google.com/citations?user=J12C3nYAAAAJ&hl=en,7098,41,79,221,University of North Carolina - Chapel Hill  ,Full,138,,*,,,,
Jasleen Kaur,Kaur,Jasleen,https://scholar.google.com/citations?hl=en&user=R3ytYEoAAAAJ,1447,17,25,42,University of North Carolina - Chapel Hill  ,Associate,138,,*,,,,
Dinesh Manocha,Manocha,Dinesh,https://scholar.google.com/citations?user=X08l_4IAAAAJ&hl=en,44973,122,422,556,University of North Carolina - Chapel Hill  ,Full,138,Research Professor,-,,,,
Ketan Mayer-Patel,Mayer-Patel,Ketan,https://scholar.google.com/citations?user=S4GP-G4AAAAJ&hl=en,1495,20,34,35,University of North Carolina - Chapel Hill  ,Associate,138,,*,,,,
Leonard McMillan,McMillan,Leonard,https://scholar.google.com/citations?user=z6cJOmMAAAAJ&hl=en,17979,58,128,385,University of North Carolina - Chapel Hill  ,Associate,138,,*,,,,
Fabian Monrose,Monrose,Fabian,https://scholar.google.com/citations?user=a6u7NTgAAAAJ&hl=en,13520,50,93,378,University of North Carolina - Chapel Hill  ,Full,138,,*,,,,
Marc Niethammer,Niethammer,Marc,https://scholar.google.com/citations?user=KqtBi6MAAAAJ&hl=en,6268,41,118,116,University of North Carolina - Chapel Hill  ,Full,138,Associate to Full,*,,,,
Shahriar Nirjon,Nirjon,Shahriar,https://scholar.google.com/citations?user=CsGlDGEAAAAJ&hl=en&oi=ao,1122,14,26,28,University of North Carolina - Chapel Hill  ,Assistant,138,,*,,,,
Junier Oliva,Oliva,Junier ,https://scholar.google.com/citations?hl=en&user=CqH_t6MAAAAJ,561,12,13,29,University of North Carolina - Chapel Hill  ,Assistant,138,New,*,,,,
Stephen M. Pizer,Pizer,Stephen M.,,,,,,University of North Carolina - Chapel Hill  ,Full,138,,*,,,,
David Plaisted,Plaisted,David,https://scholar.google.com/citations?user=g3n4IKUAAAAJ&hl=en,5473,38,78,123,University of North Carolina - Chapel Hill  ,Full,138,,*,,,,
Donald Porter,Porter,Donald,https://scholar.google.com/citations?user=jVOPqi0AAAAJ&hl=en,2397,22,36,78,University of North Carolina - Chapel Hill  ,Associate,138,Assistant to Associate,*,,,,
Jan F. Prins,Prins,Jan F.,https://scholar.google.com/citations?user=VFMbBPgAAAAJ&hl=en,21594,46,85,440,University of North Carolina - Chapel Hill  ,Full,138,,*,,,,
Colin Raffel,Raffel,Colin ,https://scholar.google.com/citations?hl=en&user=I66ZBYwAAAAJ,6996,30,52,194,University of North Carolina - Chapel Hill  ,Assistant,138,New,*,,,,
Michael Reiter,Reiter,Michael,https://scholar.google.com/citations?user=qAKfQW0AAAAJ&hl=en,31723,87,206,695,University of North Carolina - Chapel Hill  ,Full,138,Research Professor,-,,,,
Montek Singh,Singh,Montek,,,,,,University of North Carolina - Chapel Hill  ,Associate,138,,*,,,,
Jack Snoeyink,Snoeyink,Jack,https://scholar.google.com/citations?user=fIoDWp8AAAAJ&hl=en,14560,59,161,184,University of North Carolina - Chapel Hill  ,Full,138,,*,,,,
Shashank Srivastava,Srivastava,Shashank ,https://scholar.google.com/citations?hl=en&user=-vKI5s0AAAAJ,391,10,11,10,University of North Carolina - Chapel Hill  ,Assistant,138,New,*,,,,
Natalie Stanley,Stanley,Natalie,https://scholar.google.com/citations?hl=en&user=ak3dqLoAAAAJ,1062,12,13,17,University of North Carolina - Chapel Hill  ,Assistant,138,New,*,,,,
David Stotts,Stotts,David,,,,,,University of North Carolina - Chapel Hill  ,Full,138,,*,,,,
Cynthia Sturton,Sturton,Cynthia,https://scholar.google.com/citations?user=hOlkT4sAAAAJ&hl=en,306,8,6,5,University of North Carolina - Chapel Hill  ,Associate,138,Assistant to Associate,*,,,,
"Akella, Srinivas",Akella,Srinivas,https://scholar.google.com/citations?user=vPOJwdkAAAAJ&hl=en&oi=ao,2245,25,35,69,University of North Carolina - Charlotte  ,Full,139,,*,,,,
"Bunescu, Razvan",Bunescu,Razvan,https://scholar.google.com/citations?hl=en&user=fi4HWW8AAAAJ,10382,32,60,306,University of North Carolina - Charlotte  ,Associate,139,New,*,,,,
"Chen, Keh-Hsun",Chen,Keh-Hsun,,,,,,University of North Carolina - Charlotte  ,Full,139,Retired,-,,,,
"Cheng, Dazhao",Cheng,Dazhao,https://scholar.google.com/citations?user=rRsraIwAAAAJ&hl=en&oi=ao,670,14,16,25,University of North Carolina - Charlotte  ,Assistant,139,,*,,,,
"Cukic, Bojan",Cukic,Bojan,https://scholar.google.com/citations?user=B7N812UAAAAJ&hl=en&oi=ao,8130,37,113,165,University of North Carolina - Charlotte  ,Full,139,,-,,,,
"Dai, Dong",Dai,Dong,https://scholar.google.com/citations?hl=en&user=wGF_4JsAAAAJ,290,9,8,9,University of North Carolina - Charlotte  ,Assistant,139,New,*,,,,
"Dou, Wenwen",Dou,Wenwen,https://scholar.google.com/citations?user=NRrQjcIAAAAJ&hl=en&oi=ao,1641,20,30,51,University of North Carolina - Charlotte  ,Assistant,139,,*,,,,
"Fan, Jianping",Fan,Jianping,https://scholar.google.com/citations?user=f9td9jIAAAAJ&hl=en&oi=ao,9507,48,161,175,University of North Carolina - Charlotte  ,Full,139,,*,,,,
"Fan, Liyue",Fan,Liyue,https://scholar.google.com/citations?hl=en&user=mPJmXakAAAAJ,932,16,21,35,University of North Carolina - Charlotte  ,Assistant,139,New,*,,,,
"Krishnan, Siddharth",Krishnan,Siddharth,https://scholar.google.com/citations?hl=en&user=I8HrLhQAAAAJ,127,5,4,3,University of North Carolina - Charlotte  ,Assistant,139,New,*,,,,
"Lee, Jake",Lee,Jake,https://scholar.google.com/citations?user=awrLUJ4AAAAJ&hl=en&oi=sra,132,5,3,3,University of North Carolina - Charlotte  ,Assistant,139,,*,,,,
"Lu, Aidong",Lu,Aidong,https://scholar.google.com/citations?hl=en&user=8GNkuKYAAAAJ,1193,19,32,38,University of North Carolina - Charlotte  ,Full,139,Associate to Full,*,,,,
"Mili, Fatma",Mili,Fatma,https://scholar.google.com/citations?user=8GNkuKYAAAAJ&hl=en,1193,19,32,38,University of North Carolina - Charlotte  ,Full,139,Not listed,-,,,,
"Mostafavi, Taghi",Mostafavi,Taghi,https://scholar.google.com/citations?hl=en&user=O_pNnSUAAAAJ,157,6,6,3,University of North Carolina - Charlotte  ,Associate,139,,*,,,,
"Ras, Zbigniew",Ras,Zbigniew,https://scholar.google.com/citations?user=2ihGAJkAAAAJ&hl=en&oi=ao,3434,29,90,68,University of North Carolina - Charlotte  ,Full,139,,*,,,,
"Rooshenas, Pedram",Rooshenas,Pedram,https://scholar.google.com/citations?hl=en&user=ncHbkrQAAAAJ,348,6,5,2,University of North Carolina - Charlotte  ,Assistant,139,New,*,,,,
"Saule, Erik",Saule,Erik,https://scholar.google.com/citations?user=QoClHFIAAAAJ&hl=en&oi=ao,1846,23,47,49,University of North Carolina - Charlotte  ,Associate,139,Assistant to Associate,*,,,,
"Shaikh, Samira",Shaikh,Samira,https://scholar.google.com/citations?user=IM-64IoAAAAJ&hl=en&oi=ao,619,15,20,22,University of North Carolina - Charlotte  ,Assistant,139,,*,,,,
"Shin, Min",Shin,Min,https://scholar.google.com/citations?user=BVPAmrwAAAAJ&hl=en&oi=ao,1653,18,27,50,University of North Carolina - Charlotte  ,Full,139,New,*,,,,
"Su, Hsin-Hao",Su,Hsin-Hao,https://scholar.google.com/citations?user=SIJF2zcAAAAJ&hl=en,585,13,14,25,University of North Carolina - Charlotte  ,Assistant,139,Not listed,-,,,,
"Subramanian, Kalpathi",Subramanian,Kalpathi,https://scholar.google.com/citations?user=dKJr2vwAAAAJ&hl=en&oi=ao,1317,17,24,27,University of North Carolina - Charlotte  ,Associate,139,,*,,,,
"Terejanu, Gabriel",Terejanu,Gabriel,https://scholar.google.com/citations?hl=en&user=Z7LP12kAAAAJ,1049,15,21,33,University of North Carolina - Charlotte  ,Associate,139,New,*,,,,
"Wang, Yu",Wang,Yu,https://scholar.google.com/citations?user=ouPBv-wAAAAJ&hl=en,11719,49,155,229,University of North Carolina - Charlotte  ,Full,139,Adjunct,-,,,,
"Wang, Pu",Wang,Pu,https://scholar.google.com/citations?user=0buJlAUAAAAJ&hl=en,3645,29,46,112,University of North Carolina - Charlotte  ,Assistant,139,,*,,,,
"Wartell, Zachary",Wartell,Zachary,https://scholar.google.com/citations?user=_U2AXxMAAAAJ&hl=en,,,,,University of North Carolina - Charlotte  ,Associate,139,,*,,,,
"Xiao, Jing",Xiao,Jing,,,,,,University of North Carolina - Charlotte  ,Full,139,,*,,,,
"Yan, Yonghong",Yan,Yonghong,https://scholar.google.com/citations?hl=en&user=5gWChxIAAAAJ,914,12,13,17,University of North Carolina - Charlotte  ,Associate,139,Not listed,-,,,,
"Yang, Jing",Yang,Jing,https://scholar.google.com/citations?user=r1jAycQAAAAJ&hl=en,2668,28,41,87,University of North Carolina - Charlotte  ,Full,139,,*,,,,
"Zadrozny, Wlodek",Zadrozny,Wlodek,https://scholar.google.com/citations?user=PwdKImsAAAAJ&hl=en,7975,45,96,196,University of North Carolina - Charlotte  ,Full,139,Associate to Full,*,,,,
"Zhang, Shaoting",Zhang,Shaoting,https://scholar.google.com/citations?user=oiBMWK4AAAAJ&hl=en,8209,45,91,191,University of North Carolina - Charlotte  ,Associate,139,Assistant to Associate,*,,,,
"Akl, Robert",Akl,Robert,,,,,,University of North Texas  ,Associate,140,,*,,,,
"Albert, Mark",Albert,Mark,,,,,,University of North Texas  ,Assistant,140,,*,,,,
"Azad, Rajeev",Azad,Rajeev,,,,,,University of North Texas  ,Assistant,140,Bioinformatics,*,,,,
"Blanco, Eduardo",Blanco,Eduardo,https://scholar.google.com/citations?user=AqGa3-MAAAAJ&hl=en,872,13,17,20,University of North Texas  ,Associate,140,Assistant to Associate,*,,,,
"Bozdag, Serdar",Bozdag,Serdar,https://scholar.google.com/citations?hl=en&user=cpxoRUMAAAAJ,1168,14,17,23,University of North Texas  ,Associate,140,"New, Math Joint",*,,,,
"Bryant, Barrett",Bryant,Barrett,https://scholar.google.com/citations?user=hMCK39sAAAAJ&hl=en,1935,22,56,53,University of North Texas  ,Full,140,,*,,,,
"Bryce, Renee",Bryce,Renee,https://scholar.google.com/citations?user=b2ews4oAAAAJ&hl=en,2066,21,28,77,University of North Texas  ,Full,140,,*,,,,
"Buckles, Bill",Buckles,Bill,https://scholar.google.com/citations?user=4TYgrZ8AAAAJ&hl=en,4889,37,73,102,University of North Texas  ,Full,140,,*,,,,
"Dantu, Ram",Dantu,Ram,,,,,,University of North Texas  ,Full,140,,*,,,,
"Do, Hyunsook",Do,Hyunsook,https://scholar.google.com/citations?user=45vFd_0AAAAJ&hl=en,3976,26,37,101,University of North Texas  ,Associate,140,,*,,,,
"Fu, Song",Fu,Song,https://scholar.google.com/citations?user=qr5wA44AAAAJ&hl=en,2533,27,65,52,University of North Texas  ,Associate,140,,*,,,,
"Gulur, Nagendra",Gulur,Nagendra,https://scholar.google.com/citations?hl=en&user=MpRVlJAAAAAJ,196,6,5,1,University of North Texas  ,Assistant,140,New,*,,,,
"Guo, Xuan",Guo,Xuan,https://scholar.google.com/citations?user=4tqv2FYAAAAJ&hl=en&oi=sra,325,10,10,10,University of North Texas  ,Assistant,140,,*,,,,
"He, Yanyan",He,Yanyan,https://scholar.google.com/citations?hl=en&user=PXWLNYAAAAAJ,297,9,9,8,University of North Texas  ,Assistant,140,New,*,,,,
"Huang, Yan",Huang,Yan,https://scholar.google.com/citations?user=dRc-rTAAAAAJ&hl=en,5614,30,49,136,University of North Texas  ,Full,140,,*,,,,
"Jin, Wei",Jin,Wei,https://scholar.google.com/citations?user=zdwn-v4AAAAJ&hl=en&oi=sra,11597,48,235,183,University of North Texas  ,Associate,140,,*,,,,
"Kavi, Krishna",Kavi,Krishna,https://scholar.google.com/citations?user=Q1xQdWUAAAAJ&hl=en,2856,25,65,55,University of North Texas  ,Full,140,,*,,,,
"Ludi, Stephanie",Staphanie,Ludi,https://scholar.google.com/citations?user=wV2jzL8AAAAJ&hl=en,758,14,22,24,University of North Texas  ,Full,140,,*,,,,
"Mikler, Armin",Mikler,Armin,https://scholar.google.com/citations?user=41ckZZsAAAAJ&hl=en,1685,19,35,35,University of North Texas  ,Full,140,Not listed,-,,,,
"Mohanty, Saraju",Mohanty,Saraju,https://scholar.google.com/citations?user=G0uvNwsAAAAJ&hl=en,7020,40,149,108,University of North Texas  ,Full,140,,*,,,,
"Morozov, Kirill",Morozov,Kirill,https://scholar.google.com/citations?user=NcYfeG4AAAAJ&hl=en&oi=ao,623,14,17,16,University of North Texas  ,Associate,140,,*,,,,
"Nielsen, Rodney",Nielsen,Rodney,https://scholar.google.com/citations?hl=en&user=6GN3BG8AAAAJ,1270,18,31,36,University of North Texas  ,Associate,140,,*,,,,
"Oh, JungHwan",Oh,JungHwan,,,,,,University of North Texas  ,Associate,140,,*,,,,
"Parberry, Ian",Parberry,Ian,https://scholar.google.com/citations?user=8ZpdXNcAAAAJ&hl=en,3123,29,64,80,University of North Texas  ,Full,140,,*,,,,
"Shahrokhi, Farhad",Shahrokhi,Farhad,https://scholar.google.com/citations?user=dQ6YZ10AAAAJ&hl=en,1557,18,28,26,University of North Texas  ,Full,140,,*,,,,
"Takabi, Hassan",Takabi,Hassan,https://scholar.google.com/citations?user=8OTNELUAAAAJ&hl=en,3164,20,35,40,University of North Texas  ,Assistant,140,Not listed,-,,,,
"Tarau, Paul",Tarau,Paul,https://scholar.google.com/citations?user=JUMRc-oAAAAJ&hl=en,6725,25,76,48,University of North Texas  ,Full,140,,*,,,,
"Tunc, Cihan",Tunc,Cihan,https://scholar.google.com/citations?hl=en&user=b2Re4qYAAAAJ,334,11,13,12,University of North Texas  ,Assistant,140,New,*,,,,
"Xu, Bugao",Xu,Bugao,https://scholar.google.com/citations?hl=en&user=pGZgZNMAAAAJ,4067,37,103,74,University of North Texas  ,Full,140,New,*,,,,
Qing Yang,Yang,Qing,https://scholar.google.com/citations?user=FIMxNL0AAAAJ&hl=en&oi=sra,2205,26,50,64,University of North Texas  ,Assistant,140,,*,,,,
"Yuan, Xiaohui",Yuan,Xiaohui,https://scholar.google.com/citations?user=4F2la7sAAAAJ&hl=en,2769,28,51,88,University of North Texas  ,Associate,140,,*,,,,
"Zhao, Hui",Zhao,Hui,https://scholar.google.com/citations?user=2bO5uJsAAAAJ&hl=en,1179,14,21,21,University of North Texas  ,Assistant,140,,*,,,,
"Billo, Richard",Billo,Richard,https://scholar.google.com/citations?hl=en&user=2PgBLsYAAAAJ,1334,18,28,26,University of Notre Dame  ,Full,141,New,*,,,,
"Bowyer, Kevin",Bowyer,Kevin,https://scholar.google.com/citations?user=XZkvOTEAAAAJ&hl=en&oi=ao,47594,81,278,758,University of Notre Dame  ,Full,141,,*,,,,
"Chawla, Nitesh V.",Chawla,Nitesh V.,https://scholar.google.com/citations?user=hDLBEhkAAAAJ&hl=en&oi=ao,35369,67,186,401,University of Notre Dame  ,Full,141,,*,,,,
"Chen, Danny",Chen,Danny,https://scholar.google.com/citations?user=tRerdSIAAAAJ&hl=en&oi=ao,7549,43,153,130,University of Notre Dame  ,Full,141,,*,,,,
"Chiang, David",Chiang,David,https://scholar.google.com/citations?user=dok0514AAAAJ&hl=en&oi=ao,7449,33,62,204,University of Notre Dame  ,Associate,141,,*,,,,
"Cleland-Huang, Jane",Cleland-Huang,Jane,https://scholar.google.com/citations?hl=en&user=IQ5XCgYAAAAJ,8232,50,135,170,University of Notre Dame  ,Full,,New,*,,,,
"Czajka, Adam",Czajka,Adam,https://scholar.google.com/citations?user=_OObpEkAAAAJ&hl=en&oi=ao,984,14,31,25,University of Notre Dame  ,Assistant,141,,*,,,,
"Flynn, Patrick J.",Flynn,Patrick J.,https://scholar.google.com/citations?user=h20U9WcAAAAJ&hl=en&oi=ao,39198,65,179,470,University of Notre Dame  ,Full,141,,*,,,,
"Xiaobo, Sharon Hu",Hu,Xiaobo Sharon,http://scholar.google.com/citations?user=uIdXorIAAAAJ&hl=en,8648,46,183,121,University of Notre Dame  ,Full,141,,*,,,,
"Jiang, Meng",Jiang,Meng,https://scholar.google.com/citations?user=LZIPfCkAAAAJ&hl=en&oi=ao,2518,23,39,77,University of Notre Dame  ,Assistant,141,,*,,,,
"Joshi, Siddharth",Joshi,Siddharth,https://scholar.google.com/citations?user=PegsFZ8AAAAJ&hl=en&oi=ao,847,16,21,32,University of Notre Dame  ,Assistant,141,,*,,,,
"Jung, Taeho",Jung,Taeho,https://scholar.google.com/citations?user=j7wN3bYAAAAJ&hl=en&oi=ao,1941,23,34,62,University of Notre Dame  ,Assistant,141,,*,,,,
"Huang, Jane Cleland",Huang,Jane Cleland,https://scholar.google.com/citations?user=IQ5XCgYAAAAJ&hl=en,8232,50,135,170,University of Notre Dame  ,Full,141,Not listed,-,,,,
"Kogge, Peter",Kogge,Peter,https://scholar.google.com/citations?user=3-PRZG0AAAAJ&hl=en&oi=ao,12073,53,118,214,University of Notre Dame  ,Full,141,,*,,,,
"McMillan, Collin",McMillan,Collin,https://scholar.google.com/citations?user=xaoz3-gAAAAJ&hl=en&oi=ao,2533,24,35,88,University of Notre Dame  ,Associate,141,Assistant to Associate,*,,,,
"Metoyer, Ronald",Metoyer,Ronald,https://scholar.google.com/citations?user=GgKnNwEAAAAJ&hl=en,1350,18,25,28,University of Notre Dame  ,Associate,141,,*,,,,
"Milenkovic, Tijana",Milenkovic,Tijana,https://scholar.google.com/citations?user=QrS2y5sAAAAJ&hl=en&oi=ao,3849,28,42,107,University of Notre Dame  ,Associate,141,,*,,,,
"Niemier, Michael",Niemier,Michael,https://scholar.google.com/citations?hl=en&user=jevPwGEAAAAJ,4219,33,92,92,University of Notre Dame  ,Full,141,New,*,,,,
"Poellabauer, Christian",Poellabauer,Christian,https://scholar.google.com/citations?user=7anf7aEAAAAJ&hl=en&oi=ao,4217,28,81,62,University of Notre Dame  ,Full,141,Associate to Full,*,,,,
"Scheirer, Walter",Scheirer,Walter,https://scholar.google.com/citations?user=dlV-qnUAAAAJ&hl=en,4840,34,74,147,University of Notre Dame  ,Associate,141,Assistant to Associate,*,,,,
"Shi, Yiyu",Shi,Yiyu,https://scholar.google.com/citations?user=LrjbEkIAAAAJ&hl=en,2701,23,77,44,University of Notre Dame  ,Associate,141,"Electrical, some security research",?,,,,
"Striegel, Aaron D.",Striegel,Aaron D.,https://scholar.google.com/citations?user=w88NouMAAAAJ,2781,30,72,62,University of Notre Dame  ,Full,141,Associate to Full,*,,,,
"Thain, Douglas",Thain,Douglas,https://scholar.google.com/citations?user=53RlhUcAAAAJ&hl=en&oi=ao,7890,35,95,125,University of Notre Dame  ,Full,141,Associate to Full,*,,,,
"Wang, Dong",Wang,Dong,https://scholar.google.com/citations?user=LWj8mwwAAAAJ&hl=en,3075,30,68,64,University of Notre Dame  ,Associate,141,Assistant to Associate,*,,,,
"Wang, Chaoli",Wang,Chaoli,https://scholar.google.com/citations?user=z13bIdkAAAAJ&hl=en&oi=ao,2775,30,51,65,University of Notre Dame  ,Associate,141,,*,,,,
"Weninger, Tim",Weninger,Tim,https://scholar.google.com/citations?user=V1js0MUAAAAJ&hl=en&oi=ao,2349,24,37,89,University of Notre Dame  ,Associate,141,Assistant to Associate,*,,,,
"Antonio, John",Antonio,John,http://scholar.google.com/citations?user=9A8vgocAAAAJ&hl=en,1378,20,31,48,University of Oklahoma  ,Full,142,,*,,,,
"Atiquzzaman, Mohammed",Atiquzzaman,Mohammed,https://scholar.google.com/citations?user=CPqBDqUAAAAJ&hl=en,7600,44,185,135,University of Oklahoma  ,Full,142,,*,,,,
"Cheng, Qi",Cheng,Qi,https://scholar.google.com/citations?user=JhIUgjkAAAAJ&hl=en&oi=sra,1041,17,24,36,University of Oklahoma  ,Full,142,,*,,,,
"Diochnos, Dimitris ",Diochnos,Dimitris ,https://scholar.google.com/citations?hl=en&user=4xBoyTsAAAAJ,295,8,7,7,University of Oklahoma  ,Assistant,142,,*,,,,
"Dhall, Sudarshan",Dhall,Sudarshan,,,,,,University of Oklahoma  ,Full,142,Not listed,-,,,,
"Ebert, David",Ebert,David,https://scholar.google.com/citations?hl=en&user=LB2Ji0sAAAAJ,12114,55,176,187,University of Oklahoma  ,Full,142,,*,,,,
"Fagg, Andrew H.",Fagg,Andrew H.,https://scholar.google.com/citations?user=bv_o8b0AAAAJ&hl=en,4512,31,65,109,University of Oklahoma  ,Associate,142,,*,,,,
"Fang, Song",Fang,Song,https://scholar.google.com/citations?hl=en&user=Fw5KzhQAAAAJ,152,6,5,3,University of Oklahoma  ,Assistant,142,New,*,,,,
"Grant, Christan",Grant,Christan,https://scholar.google.com/citations?hl=en&user=qIQ3IwYAAAAJ,238,9,8,8,University of Oklahoma  ,Assistant,142,,*,,,,
"Gruenwald, Le",Gruenwald,Le,,,,,,University of Oklahoma  ,Full,142,,*,,,,
"Hougen, Dean",Hougen,Dean,https://scholar.google.com/citations?user=zVMLl_cAAAAJ&hl=en&oi=ao,1843,22,36,50,University of Oklahoma  ,Associate,142,,*,,,,
"Kim, Changwook",Kim,Changwook,,,,,,University of Oklahoma  ,Full,142,,*,,,,
"Kong, Martin",Kong,Martin,https://scholar.google.com/citations?hl=en&user=A08cGJAAAAAJ,360,8,7,7,University of Oklahoma  ,Assistant,142,New,*,,,,
"Lan, Chao",Lan,Chao,https://scholar.google.com/citations?hl=en&user=nyxqEyYAAAAJ,311,10,12,11,University of Oklahoma  ,Assistant,142,New,*,,,,
"Lakshmivarahan, S.",Lakshmivarahan,S.,https://scholar.google.com/citations?hl=en&user=SverXLoAAAAJ,3331,26,49,71,University of Oklahoma  ,Full,142,Not listed,-,,,,
"Maiti, Anindya",Maiti,Anindya,https://scholar.google.com/citations?hl=en&user=V7IvQGQAAAAJ,280,11,11,12,University of Oklahoma  ,Assistant,142,New,*,,,,
"McGovern, Amy",McGovern,Amy,https://scholar.google.com/citations?user=y_4QsYAAAAAJ&hl=en&oi=ao,2328,23,46,57,University of Oklahoma  ,Full,142,Associate to Full,*,,,,
"Pan, Chongle",Pan,Chongle,https://scholar.google.com/citations?hl=en&user=m2ORdeYAAAAJ,3788,34,57,87,University of Oklahoma  ,Associate,142,New,*,,,,
"Radhakrishnan, Sridhar",Radhakrishnan,Sridhar,https://scholar.google.com/citations?user=PhN1aRsAAAAJ&hl=en,2133,20,48,51,University of Oklahoma  ,Full,142,,*,,,,
"Thulasiraman, K.",Thulasiraman,K.,https://scholar.google.com/citations?hl=en&user=xxgBdZcAAAAJ,4098,28,86,53,University of Oklahoma  ,Full,142,Not listed,-,,,,
"Trytten, Deborah",Trytten,Deborah,https://scholar.google.com/citations?hl=en&user=wmpx67kAAAAJ,926,14,18,18,University of Oklahoma  ,Full,142,,*,,,,
"Weaver, Chris",Weaver,Chris,https://scholar.google.com/citations?user=SrIEIUgAAAAJ&hl=en&oi=ao,1703,18,29,41,University of Oklahoma  ,Associate,142,,*,,,,
"Ariola, Zena",Ariola,Zena,https://scholar.google.com/citations?user=LmLKjyYAAAAJ&hl=en&oi=ao,1830,24,32,48,University of Oregon  ,Full,143,,*,,,,
